Algoritmo;Tamano_Problema;Instancia;Semilla;Poblacion;Prob_Cruce;Prob_Mutacion;Iteraciones;Makespan;Upper_Bound;RPD_%;Tiempo_Seg;Generacion_Hallazgo;Mejor_Secuencia
AG;20x5;data/ins_20_5_00.txt;20;60;0.85;0.2;300;1286;1278;0.63;0.2741;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
AG;20x5;data/ins_20_5_00.txt;21;60;0.85;0.2;300;1286;1278;0.63;0.2767;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
AG;20x5;data/ins_20_5_00.txt;22;60;0.85;0.2;300;1286;1278;0.63;0.2834;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
AG;20x5;data/ins_20_5_00.txt;23;60;0.85;0.2;300;1286;1278;0.63;0.3000;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
AG;20x5;data/ins_20_5_00.txt;24;60;0.85;0.2;300;1286;1278;0.63;0.3029;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
AG;20x5;data/ins_20_5_00.txt;25;60;0.85;0.2;300;1286;1278;0.63;0.2750;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
AG;20x5;data/ins_20_5_00.txt;26;60;0.85;0.2;300;1286;1278;0.63;0.2808;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
AG;20x5;data/ins_20_5_00.txt;27;60;0.85;0.2;300;1286;1278;0.63;0.2752;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
AG;20x5;data/ins_20_5_00.txt;28;60;0.85;0.2;300;1286;1278;0.63;0.2756;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
AG;20x5;data/ins_20_5_00.txt;29;60;0.85;0.2;300;1286;1278;0.63;0.2785;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
AG;20x5;data/ins_20_5_00.txt;30;60;0.85;0.2;300;1286;1278;0.63;0.2777;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
Memetico;20x5;data/ins_20_5_00.txt;1;60;0.85;0.2;300;1278;1278;0.00;0.3673;12;16-2-14-7-8-13-15-12-3-18-5-4-17-0-1-6-10-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;2;60;0.85;0.2;300;1278;1278;0.00;0.4232;105;8-14-5-2-6-10-12-7-16-4-3-18-13-17-15-0-1-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;3;60;0.85;0.2;300;1278;1278;0.00;0.3584;4;8-14-13-10-12-16-2-5-3-4-0-1-6-7-18-17-15-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;4;60;0.85;0.2;300;1278;1278;0.00;0.3571;3;2-16-8-7-14-13-10-12-18-5-3-4-0-1-6-17-15-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;5;60;0.85;0.2;300;1278;1278;0.00;0.3812;7;16-2-14-5-8-6-10-12-7-1-13-4-3-17-15-0-18-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;6;60;0.85;0.2;300;1278;1278;0.00;0.3816;11;2-16-14-8-5-13-15-12-7-18-3-4-17-0-1-6-10-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;7;60;0.85;0.2;300;1286;1278;0.63;0.4120;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
Memetico;20x5;data/ins_20_5_00.txt;8;60;0.85;0.2;300;1278;1278;0.00;0.3751;7;8-14-5-4-3-2-16-17-13-18-0-15-6-10-7-1-12-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;9;60;0.85;0.2;300;1278;1278;0.00;0.3435;3;2-16-8-5-7-14-13-10-12-18-3-4-17-6-15-0-1-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;10;60;0.85;0.2;300;1278;1278;0.00;0.3529;5;8-14-16-13-18-5-3-0-1-7-4-2-6-10-12-17-15-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;11;60;0.85;0.2;300;1278;1278;0.00;0.3903;28;2-7-8-16-5-14-13-10-15-12-3-4-17-18-6-0-1-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;12;60;0.85;0.2;300;1278;1278;0.00;0.3644;8;8-14-7-16-13-5-18-3-4-17-2-6-10-0-15-1-12-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;13;60;0.85;0.2;300;1278;1278;0.00;0.3716;6;8-14-2-13-10-12-5-15-3-4-17-0-1-6-16-7-18-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;14;60;0.85;0.2;300;1278;1278;0.00;0.3947;12;8-16-14-2-13-7-18-5-4-15-12-3-17-0-1-6-10-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;15;60;0.85;0.2;300;1286;1278;0.63;0.3331;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
Memetico;20x5;data/ins_20_5_00.txt;16;60;0.85;0.2;300;1278;1278;0.00;0.3578;6;2-8-16-14-5-13-10-18-12-6-3-1-7-4-17-15-0-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;17;60;0.85;0.2;300;1278;1278;0.00;0.4024;87;8-2-16-14-7-10-12-5-4-6-18-3-17-15-13-0-1-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;18;60;0.85;0.2;300;1278;1278;0.00;0.3567;8;2-16-14-13-10-12-5-18-3-8-7-17-15-4-6-0-1-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;19;60;0.85;0.2;300;1286;1278;0.63;0.3378;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
Memetico;20x5;data/ins_20_5_00.txt;20;60;0.85;0.2;300;1278;1278;0.00;0.4167;32;2-7-8-16-14-13-10-12-5-3-15-4-17-18-6-0-1-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;21;60;0.85;0.2;300;1278;1278;0.00;0.3530;7;2-16-14-5-18-13-0-1-6-10-12-8-7-3-4-17-15-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;22;60;0.85;0.2;300;1278;1278;0.00;0.3762;20;2-16-8-7-14-13-10-15-12-5-17-3-18-4-6-0-1-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;23;60;0.85;0.2;300;1278;1278;0.00;0.3888;29;16-2-14-7-8-13-15-12-5-18-3-4-17-0-1-6-10-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;24;60;0.85;0.2;300;1278;1278;0.00;0.3495;5;2-8-16-14-13-10-12-5-18-3-4-17-6-15-0-1-7-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;25;60;0.85;0.2;300;1278;1278;0.00;0.3964;34;2-16-8-14-7-13-10-12-18-5-4-6-3-1-17-15-0-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;26;60;0.85;0.2;300;1278;1278;0.00;0.3866;5;8-14-5-2-3-18-12-0-1-6-10-16-13-4-7-17-15-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;27;60;0.85;0.2;300;1278;1278;0.00;0.4453;48;2-16-8-14-13-10-5-12-15-6-7-18-0-4-17-3-1-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;28;60;0.85;0.2;300;1278;1278;0.00;0.4504;7;8-14-13-10-12-5-3-18-17-15-0-2-4-6-16-7-1-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;29;60;0.85;0.2;300;1278;1278;0.00;0.3609;7;16-2-14-13-15-5-8-12-7-4-18-0-6-10-17-3-1-9-19-11
Memetico;20x5;data/ins_20_5_00.txt;30;60;0.85;0.2;300;1286;1278;0.63;0.3485;0;2-16-8-7-14-13-10-15-12-18-5-3-4-17-0-1-9-6-19-11
